brand,model,car_name,price,year,hand_num,horse_power,4x4,fuel_type,engine_volume,valid_test,magnesium_wheels,distance_control,economical,adaptive_cruise_control,cruise_control,brand_normalized,brand_group,brand_raw,model_raw
suzuki,jimny,Suzuki Jimny,55000.0,2009,3,85.0,1,petrol,1.3,0,0,0,0,0,0,suzuki,Budget,Suzuki,Jimny
toyota,corolla,Toyota Corolla,3000.0,2013,2,132.0,0,petrol,1.6,0,0,0,0,0,0,toyota,Budget,Toyota,Corolla
mitsubishi,eclipse cross,Mitsubishi Eclipse Cross,82500.0,2018,2,163.0,0,petrol,1.5,0,0,0,0,0,0,mitsubishi,Other,Mitsubishi,Eclipse Cross
mitsubishi,pajero,Mitsubishi Pajero long,81000.0,2010,3,200.0,1,diesel,3.2,0,0,0,0,0,0,mitsubishi,Other,Mitsubishi,Pajero
jeep,grand cherokee,Jeep / Jeep Grand Cherokee,35000.0,2010,2,209.0,1,petrol,3.7,0,0,0,0,0,0,jeep,Other,Jeep,Grand Cherokee
kia,sportage,Kia Sportage,36000.0,2012,2,163.0,1,petrol,2.0,0,0,0,0,0,0,kia,Budget,Kia,Sportage
eveasy,limo,EVEASY LIMO,110000.0,2023,1,160.0,0,electric,,0,0,0,0,0,0,eveasy,Other,EVEASY,LIMO
nissan,almera,Nissan Almera,25000.0,2015,2,110.0,0,petrol,1.6,0,0,0,0,0,0,nissan,Budget,Nissan,Almera
mitsubishi,outlander,Mitsubishi Outlander,89000.0,2018,3,150.0,0,petrol,2.0,0,0,0,0,0,0,mitsubishi,Other,Mitsubishi,Outlander
kia,niro hybrid,Kia Niro Hybrid,85000.0,2019,2,141.0,0,hybrid,1.6,0,0,0,0,0,0,kia,Budget,Kia,Niro Hybrid
citroen,jumpy,Citroen Jumpy short/medium,10000.0,2017,2,177.0,0,diesel,2.0,0,0,0,0,0,0,citroen,Other,Citroen,Jumpy
suzuki,jimny,Suzuki Jimny,149000.0,2022,1,102.0,1,petrol,1.5,0,0,0,0,0,0,suzuki,Budget,Suzuki,Jimny
jeep,wrangler,Jeep / Jeep Wrangler long,172000.0,2012,4,196.0,1,petrol,3.8,0,0,0,0,0,0,jeep,Other,Jeep,Jeep Wrangler
mazda,2,Mazda 2,12900.0,2009,3,103.0,0,petrol,1.5,0,0,0,0,0,0,mazda,Other,Mazda,2
fiat,qubo,Fiat QUBO / QUBO,23500.0,2016,3,77.0,0,petrol,1.4,0,0,0,0,0,0,fiat,Budget,Fiat,QUBO
mitsubishi,outlander,Mitsubishi Outlander,51500.0,2013,2,150.0,0,petrol,2.0,0,0,0,0,0,0,mitsubishi,Other,Mitsubishi,Outlander
toyota,corolla,Toyota Corolla,71999.0,2018,2,132.0,0,petrol,1.6,1,0,0,0,0,0,toyota,Budget,Toyota,Corolla
hyundai,i35,Hyundai i35,31000.0,2013,4,132.0,0,petrol,1.6,1,0,0,0,0,0,hyundai,Budget,Hyundai,i35
mitsubishi,outlander,Mitsubishi Outlander,69900.0,2016,3,150.0,0,petrol,2.0,1,1,0,0,0,0,mitsubishi,Other,Mitsubishi,Outlander
opel,mocha,Opal Mocha,32000.0,2015,1,140.0,0,petrol,1.4,0,1,1,0,0,0,opel,Other,Opel,Mocha
bmw,1 series,BMW 1 Series,75000.0,2018,3,136.0,0,petrol,1.5,0,1,1,0,0,0,bmw,Luxury,BMW,1 Series
bmw,x3,BMW X3,119000.0,2017,2,245.0,1,petrol,2.0,1,1,0,0,0,0,bmw,Luxury,BMW,X3
peugeot,3008,Peugeot 3008,98000.0,2019,2,130.0,0,diesel,1.5,0,1,1,0,0,0,peugeot,Other,Peugeot,3008
renault,megane grand coupe,Renault Megane Grand Coupe,58000.0,2019,2,116.0,0,diesel,1.5,0,0,1,0,1,1,renault,Budget,Renault,Megane Grand Coupe
toyota,prius+ hybrid,Toyota Prius Plus Hybrid,49000.0,2015,3,99.0,0,hybrid,1.8,0,1,0,0,0,0,toyota,Budget,Toyota,Prius Plus Hybrid
skoda,superb,Skoda Superb (until 2019),66000.0,2017,2,180.0,0,petrol,1.8,0,1,1,0,0,0,skoda,Budget,Skoda,Superb
saic,zs,If. G. / MG ZS,79000.0,2021,2,143.0,0,electric,,0,0,1,0,1,1,saic,Other,SAIC,ZS
alfa romeo,giulietta,Alfa Romeo Giulietta,10000.0,2019,2,170.0,0,petrol,1.4,0,1,1,0,0,0,alfa romeo,Other,Alfa Romeo,Giulietta
hyundai,i20,Hyundai i20,75000.0,2021,1,100.0,0,petrol,1.0,1,0,1,0,0,0,hyundai,Budget,Hyundai,i20
seat,arona,Seat Arona,65000.0,2019,2,115.0,0,petrol,1.0,0,0,1,0,1,1,seat,Budget,Seat,Arona
bmw,x1,BMW X1,86000.0,2017,2,136.0,0,petrol,1.5,0,1,0,1,0,0,bmw,Luxury,BMW,X1
chevrolet,trax,Chevrolet Trax,44900.0,2017,2,140.0,0,electric,1.4,0,1,1,0,0,0,chevrolet,Budget,Chevrolet,Trax
infiniti,q30,Infiniti Q30,79000.0,2018,2,156.0,0,petrol,1.6,0,1,1,0,0,0,infiniti,Other,Infiniti,Q30
honda,civic,The new Honda Civic hatchback,26700.0,2012,4,142.0,0,petrol,1.8,1,1,0,0,0,0,honda,Budget,Honda,Civic
peugeot,106,Peugeot 106,8000.0,1996,5,,0,petrol,1.4,0,0,0,0,0,0,peugeot,Other,Peugeot,106
mitsubishi,pajero,Mitsubishi Pajero short,45000.0,2001,6,160.0,1,diesel,3.2,0,0,0,0,0,0,mitsubishi,Other,Mitsubishi,Pajero
skoda,octavia,Skoda Octavia,12000.0,2012,3,122.0,0,petrol,1.4,0,0,0,0,0,0,skoda,Budget,Skoda,Octavia
bmw,5 series,BMW 5 Series,207000.0,2017,1,252.0,0,hybrid,2.0,0,0,0,0,0,0,bmw,Luxury,BMW,5 Series
mercedes-benz,ml,Mercedes ML Class,55000.0,2010,3,272.0,1,petrol,3.5,0,0,0,0,0,0,mercedes,Luxury,Mercedes,ML Class
mitsubishi,asx,Mitsubishi ASX,114500.0,2022,1,150.0,0,petrol,2.0,0,0,0,0,0,0,mitsubishi,Other,Mitsubishi,ASX
toyota,yaris hybrid,Toyota Yaris Hybrid,2000.0,2018,3,73.0,0,petrol,1.5,0,0,0,0,0,0,toyota,Budget,Toyota,Yaris Hybrid
peugeot,301,Peugeot 301,15000.0,2015,2,115.0,0,petrol,1.6,0,0,0,0,0,0,peugeot,Other,Peugeot,301
nissan,micra,Nissan Micra,14000.0,2011,2,80.0,0,petrol,1.2,0,0,0,0,0,0,nissan,Budget,Nissan,Micra
kia,niro hybrid,Kia Niro Hybrid,65999.0,2018,3,141.0,0,hybrid,1.6,0,0,0,0,0,0,kia,Budget,Kia,Niro Hybrid
mitsubishi,outlander,Mitsubishi Outlander,75000.0,2016,2,150.0,1,petrol,2.0,0,0,0,0,0,0,mitsubishi,Other,Mitsubishi,Outlander
kia,optima,Kia Optima / Optima,57900.0,2017,4,154.0,0,hybrid,2.0,0,0,1,0,1,1,kia,Budget,Kia,Optima
kia,sorento,Kia Sorento,159000.0,2022,1,180.0,0,petrol,2.5,0,0,0,0,1,1,kia,Budget,Kia,Sorento
audi,q3,Audi Q3,79999.0,2016,3,180.0,1,petrol,2.0,0,1,0,1,0,0,audi,Luxury,Audi,Q3
toyota,prius,Toyota Prius,22000.0,2009,3,76.0,0,hybrid,1.5,0,1,0,0,0,0,toyota,Budget,Toyota,Prius
audi,q5,Audi Q5,45000.0,2011,4,170.0,1,diesel,2.0,1,1,0,0,0,0,audi,Luxury,Audi,Q5
kia,stonic,Kia Stonic,64800.0,2019,1,100.0,0,petrol,1.4,0,1,1,0,0,0,kia,Budget,Kia,Stonic
mercedes-benz,a-class,Mercedes A-Class,89000.0,2014,4,360.0,1,petrol,2.0,0,1,1,0,0,0,mercedes,Luxury,Mercedes,A-Class
hyundai,elantra,Hyundai Elantra (2016 onwards),42000.0,2017,1,127.0,0,petrol,1.6,1,0,1,0,0,0,hyundai,Budget,Hyundai,Elantra
hyundai,i30,Hyundai i30,32500.0,2013,2,135.0,0,petrol,1.6,1,1,0,0,0,0,hyundai,Budget,Hyundai,i30
hyundai,ioniq 5,Hyundai Ioniq 5,179000.0,2022,1,305.0,1,electric,,0,0,0,1,0,0,hyundai,Budget,Hyundai,Ioniq 5
mercedes-benz,s-class,Mercedes S-Class,224990.0,2016,3,455.0,0,petrol,4.7,1,1,0,0,0,0,mercedes,Luxury,Mercedes,S-Class
alfa romeo,stelvio,Alfa Romeo Stelvio,158999.0,2021,1,200.0,1,petrol,2.0,0,0,1,0,1,1,alfa romeo,Other,Alfa Romeo,Stelvio
kia,sorento,Kia Sorento,99000.0,2020,1,200.0,1,diesel,2.2,0,0,1,0,1,1,kia,Budget,Kia,Sorento
hyundai,i20,Hyundai i20,65900.0,2019,1,100.0,0,petrol,1.0,0,0,1,0,0,0,hyundai,Budget,Hyundai,i20
toyota,corolla,Toyota Corolla,57900.0,2014,2,132.0,0,petrol,1.6,0,1,0,1,0,0,toyota,Budget,Toyota,Corolla
hyundai,sonata hybrid,Hyundai Sonata Hybrid,79000.0,2018,2,154.0,0,hybrid,2.0,0,1,1,0,0,0,hyundai,Budget,Hyundai,Sonata Hybrid
lexus,nx,Lexus NX,225000.0,2021,2,155.0,1,hybrid,2.5,0,0,1,0,1,1,lexus,Luxury,Lexus,NX
hyundai,sonata hybrid,Hyundai Sonata Hybrid,89900.0,2019,2,154.0,0,hybrid,2.0,0,1,1,0,0,0,hyundai,Budget,Hyundai,Sonata Hybrid
hyundai,veloster,Hyundai Veloster,34000.0,2014,5,140.0,0,petrol,1.6,0,0,0,0,0,0,hyundai,Budget,Hyundai,Veloster
subaru,outback,The new Subaru Outback,70000.0,2015,2,175.0,1,petrol,2.5,0,0,0,0,0,0,subaru,Other,Subaru,Outback
isuzu,d-max,Isuzu 2X4 D-MAX,112000.0,2016,2,163.0,0,diesel,2.5,0,0,0,0,0,0,isuzu,Other,Isuzu,D-MAX
chevrolet,silverado 2500,Chevrolet Silverado 2500,147000.0,2019,3,445.0,1,diesel,6.6,0,0,0,0,0,0,chevrolet,Budget,Chevrolet,Silverado 2500
honda,legend,Honda Legend,18000.0,2008,6,295.0,1,petrol,3.5,0,0,0,0,0,0,honda,Budget,Honda,Legend
kia,picanto,Kia Picanto,79000.0,2022,2,84.0,0,petrol,1.2,0,0,0,0,0,0,kia,Budget,Kia,Picanto
toyota,corolla,Toyota Corolla,10500.0,2003,2,110.0,0,petrol,1.6,0,0,0,0,0,0,toyota,Budget,Toyota,Corolla
kia,picanto,Kia Picanto,34000.0,2016,3,85.0,0,petrol,1.2,0,0,0,0,0,0,kia,Budget,Kia,Picanto
mitsubishi,outlander,Mitsubishi Outlander,52000.0,2012,3,150.0,0,petrol,2.0,0,0,0,0,0,0,mitsubishi,Other,Mitsubishi,Outlander
mazda,cx-3,Mazda CX-3,85000.0,2019,3,156.0,0,petrol,2.0,0,0,0,0,0,0,mazda,Other,Mazda,CX-3
nissan,x-trail,Nissan X-Trail,112000.0,2019,1,130.0,0,diesel,1.6,0,0,0,0,0,0,nissan,Budget,Nissan,X-Trail
citroën,c3,Citroen C3,37500.0,2017,2,110.0,0,petrol,1.2,0,0,0,0,0,0,citroen,Other,Citroen,C3
honda,cr-v,Honda CR-V,1000.0,2013,2,155.0,1,petrol,2.0,0,0,0,0,0,0,honda,Budget,Honda,CR-V
toyota,camry,Toyota Camry,85000.0,2019,2,208.0,0,hybrid,2.5,0,0,0,0,0,0,toyota,Budget,Toyota,Camry
honda,civic hybrid,Honda Civic Hybrid,22500.0,2009,3,115.0,0,hybrid,1.3,0,0,0,0,0,0,honda,Budget,Honda,Civic Hybrid
toyota,auris hybrid,Toyota Auris Hybrid,43000.0,2017,2,99.0,0,hybrid,1.8,0,0,0,0,0,0,toyota,Budget,Toyota,Auris Hybrid
toyota,land cruiser,Toyota Land Cruiser long,5000.0,2006,8,166.0,1,diesel,3.0,0,0,0,0,0,0,toyota,Budget,Toyota,Land Cruiser
kia,sportage,Kia Sportage,60000.0,2017,3,132.0,0,petrol,1.6,0,0,0,0,0,0,kia,Budget,Kia,Sportage
mitsubishi,asx,Mitsubishi ASX,64000.0,2018,2,150.0,0,petrol,2.0,0,1,1,0,0,0,mitsubishi,Other,Mitsubishi,ASX
mitsubishi,outlander,Mitsubishi Outlander,50000.0,2014,3,150.0,0,petrol,2.0,1,1,0,0,0,0,mitsubishi,Other,Mitsubishi,Outlander
renault,megane grand coupe,Renault Megane Grand Coupe,61900.0,2019,0,140.0,0,petrol,1.3,0,0,1,0,1,1,renault,Budget,Renault,Megane Grand Coupe
mercedes-benz,c-class,Mercedes C-Class,107000.0,2018,1,156.0,0,petrol,1.6,0,1,1,0,0,0,mercedes,Luxury,Mercedes,C-Class
subaru,b3,Subaru B3 sedan,12900.0,2010,4,107.0,0,petrol,1.5,1,0,0,0,0,0,subaru,Other,Subaru,B3
nissan,micra,Nissan Micra,35000.0,2018,2,80.0,0,petrol,1.2,1,0,0,0,0,0,nissan,Budget,Nissan,Micra
ford,transit,Ford Transit,5000.0,2010,1,115.0,0,diesel,2.4,1,0,0,0,0,0,ford,Other,Ford,Transit
suzuki,splash,Suzuki Splash,16900.0,2011,3,95.0,0,petrol,1.2,1,0,0,0,0,0,suzuki,Budget,Suzuki,Splash
mazda,cx-5,Mazda CX-5,98000.0,2019,2,165.0,0,petrol,2.0,0,1,1,0,0,0,mazda,Other,Mazda,CX-5
mitsubishi,outlander,Mitsubishi Outlander,93000.0,2019,1,150.0,0,petrol,2.0,0,0,1,0,1,1,mitsubishi,Other,Mitsubishi,Outlander
kia,sportage,Kia Sportage,72000.0,2017,1,155.0,0,petrol,2.0,0,1,1,0,0,0,kia,Budget,Kia,Sportage
toyota,corolla hybrid,Toyota Corolla Hybrid,129000.0,2020,1,98.0,0,petrol,1.8,0,1,1,0,0,0,toyota,Budget,Toyota,Corolla Hybrid
volvo,xc90,Volvo XC90,125000.0,2016,3,225.0,1,diesel,2.0,0,0,0,0,1,1,volvo,Other,Volvo,XC90
mitsubishi,outlander,Mitsubishi Outlander,79000.0,2017,2,150.0,0,petrol,2.0,0,0,1,0,1,1,mitsubishi,Other,Mitsubishi,Outlander
kia,sportage,Kia Sportage,51500.0,2016,2,133.0,0,petrol,1.6,1,1,0,0,0,0,kia,Budget,Kia,Sportage
hyundai,i10,Hyundai i10,34000.0,2016,3,87.0,0,petrol,1.2,1,1,0,0,0,0,hyundai,Budget,Hyundai,i10
kia,sorento,Kia Sorento,100000.0,2015,3,188.0,1,petrol,2.4,0,0,0,0,0,0,kia,Budget,Kia,Sorento
honda,civic,The new Honda Civic hatchback,55000.0,2016,3,142.0,0,petrol,1.8,0,0,0,0,0,0,honda,Budget,Honda,Civic
fiat,500x,Fiat 500X,49000.0,2017,2,140.0,0,petrol,1.4,0,0,0,0,0,0,fiat,Budget,Fiat,500X
honda,cr-v,Honda CR-V,65000.0,2016,3,155.0,1,petrol,2.0,0,0,0,0,0,0,honda,Budget,Honda,CR-V
audi,a1,Audi A1,75000.0,2016,1,95.0,0,petrol,1.0,0,0,0,0,0,0,audi,Luxury,Audi,A1
fiat,500,Fiat 500,107000.0,2022,1,118.0,0,electric,,0,0,0,0,0,0,fiat,Budget,Fiat,500
subaru,forester,Subaru Forester,38500.0,2013,3,150.0,1,petrol,2.0,0,0,0,0,0,0,subaru,Other,Subaru,Forester
mitsubishi,lancer classic,Mitsubishi Lancer Classic,7000.0,2008,4,98.0,0,petrol,1.6,0,0,0,0,0,0,mitsubishi,Other,Mitsubishi,Lancer Classic
chevrolet,cruze,Chevrolet Cruze,20000.0,2016,3,140.0,0,electric,1.4,0,0,0,0,0,0,chevrolet,Budget,Chevrolet,Cruze
chevrolet,savanna,Chevrolet Savanna long,163000.0,2022,1,181.0,0,diesel,2.8,0,0,0,0,0,0,chevrolet,Budget,Chevrolet,Savanna
toyota,corolla,Toyota Corolla,4000.0,2007,2,110.0,0,petrol,1.6,0,0,0,0,0,0,toyota,Budget,Toyota,Corolla
seat,leon,Seat Leon,5000.0,2015,2,105.0,0,petrol,1.2,0,0,0,0,0,0,seat,Budget,Seat,Leon
mitsubishi,attrage,Mitsubishi Atrage,16900.0,2014,3,80.0,0,petrol,1.2,0,0,0,0,0,0,mitsubishi,Other,Mitsubishi,Atrage
hyundai,tucson,Hyundai Tucson,18000.0,2009,3,175.0,1,petrol,2.7,0,0,0,0,0,0,hyundai,Budget,Hyundai,Tucson
bmw,1 series,BMW 1 Series,65000.0,2017,3,136.0,0,petrol,1.5,0,0,1,1,0,0,bmw,Luxury,BMW,1 Series
mazda,6,Mazda 6,64000.0,2018,2,165.0,0,petrol,2.0,0,0,0,0,0,0,mazda,Other,Mazda,6
honda,odyssey,Honda Odyssey,170000.0,2019,1,280.0,0,petrol,3.5,0,1,0,0,1,1,honda,Budget,Honda,Odyssey
kia,seltos,Kia Seltos,112000.0,2021,1,149.0,0,petrol,2.0,0,1,1,0,0,0,kia,Budget,Kia,Seltos
skoda,rapid,Skoda Rapid,49900.0,2018,2,125.0,0,petrol,1.4,0,0,1,1,0,0,skoda,Budget,Skoda,Rapid
toyota,rav4 hybrid,Toyota RAV4 Hybrid,109900.0,2018,3,155.0,0,hybrid,2.5,0,0,1,0,1,1,toyota,Budget,Toyota,RAV4 Hybrid
bmw,x1,BMW X1,150000.0,2021,3,136.0,0,petrol,1.5,0,1,1,0,0,0,bmw,Luxury,BMW,X1
audi,a3,Audi A3,84900.0,2017,2,190.0,0,petrol,2.0,0,1,1,0,0,0,audi,Luxury,Audi,A3
hyundai,tucson,Hyundai Tucson,64900.0,2016,3,155.0,0,petrol,2.0,1,1,0,0,0,0,hyundai,Budget,Hyundai,Tucson
skoda,octavia rs,Skoda Octavia RS,220000.0,2023,1,150.0,0,hybrid,1.4,0,1,0,0,0,0,skoda,Budget,Skoda,Octavia RS
kia,sportage,Kia Sportage,43000.0,2015,3,133.0,0,petrol,1.6,1,1,0,0,0,0,kia,Budget,Kia,Sportage
mitsubishi,outlander,Mitsubishi Outlander,63500.0,2016,2,150.0,0,petrol,2.0,0,0,0,0,0,0,mitsubishi,Other,Mitsubishi,Outlander
hyundai,ioniq,Hyundai Ioniq,96000.0,2020,1,141.0,0,hybrid,1.6,0,0,0,0,0,0,hyundai,Budget,Hyundai,Ioniq
kia,optima,Kia Optima / Optima,84999.0,2018,2,156.0,0,hybrid,2.0,0,0,0,0,0,0,kia,Budget,Kia,Optima
chevrolet,traverse,Chevrolet Traverse,7760.0,2017,2,281.0,0,electric,3.6,0,0,0,0,0,0,chevrolet,Budget,Chevrolet,Traverse
mazda,2,Mazda 2,16500.0,2011,4,103.0,0,petrol,1.5,0,0,0,0,0,0,mazda,Other,Mazda,2
peugeot,2008,Peugeot 2008,40500.0,2018,2,110.0,0,petrol,1.2,0,0,0,0,0,0,peugeot,Other,Peugeot,2008
nissan,qashqai,Nissan Qashqai,105000.0,2020,3,160.0,0,petrol,1.3,0,0,0,0,0,0,nissan,Budget,Nissan,Qashqai
citroen,c4 picasso,Citroen C4 Picasso,1000.0,2008,2,143.0,0,petrol,2.0,1,0,0,0,0,0,citroen,Other,Citroen,C4 Picasso
kia,sportage,Kia Sportage,59000.0,2015,2,166.0,0,petrol,2.0,0,0,0,0,0,0,kia,Budget,Kia,Sportage
skoda,superb,Skoda Superb (until 2019),20000.0,2010,3,160.0,0,petrol,1.8,0,0,0,0,0,0,skoda,Budget,Skoda,Superb
chevrolet,cruze,Chevrolet Cruze,2200.0,2016,2,140.0,0,electric,1.4,0,0,0,0,0,0,chevrolet,Budget,Chevrolet,Cruze
mazda,323,Mazda 323 Antis,7800.0,2004,3,105.0,0,petrol,1.6,0,0,0,0,0,0,mazda,Other,Mazda,323
audi,a3,Audi A3,74500.0,2017,2,150.0,0,petrol,1.4,0,0,0,0,0,0,audi,Luxury,Audi,A3
kia,stonic,Kia Stonic,97900.0,2021,1,100.0,0,petrol,1.0,0,0,0,0,0,0,kia,Budget,Kia,Stonic
kia,sportage,Kia Sportage,59500.0,2016,2,132.0,0,petrol,1.6,0,0,0,0,0,0,kia,Budget,Kia,Sportage
daihatsu,sirion,Daihatsu Sirion,12000.0,2007,3,87.0,0,petrol,1.3,0,0,0,0,0,0,daihatsu,Other,Daihatsu,Sirion
kia,ceed,Kia CEED / CEED,26000.0,2014,4,135.0,0,petrol,1.6,0,0,0,0,0,0,kia,Budget,Kia,CEED
hyundai,i20,Hyundai i20,27000.0,2013,2,100.0,0,petrol,1.4,0,0,0,0,0,0,hyundai,Budget,Hyundai,i20
bmw,3 series,BMW 3 Series,145000.0,2018,2,252.0,0,hybrid,2.0,0,0,0,0,0,0,bmw,Luxury,BMW,3 Series
mazda,6,Mazda 6,14000.0,2008,2,147.0,0,petrol,2.0,0,0,0,0,0,0,mazda,Other,Mazda,6
opel,zafira,Opal Zafira,24000.0,2013,3,140.0,0,petrol,1.4,0,0,0,0,0,0,opel,Other,Opel,Zafira
bmw,1 series,BMW 1 Series,52000.0,2016,6,136.0,0,petrol,1.5,0,0,0,0,0,0,bmw,Luxury,BMW,1 Series
mitsubishi,lancer classic,Mitsubishi Lancer Classic,7500.0,2005,4,98.0,0,petrol,1.6,0,0,0,0,0,0,mitsubishi,Other,Mitsubishi,Lancer Classic
chevrolet,traverse,Chevrolet Traverse,62000.0,2016,2,281.0,0,electric,3.6,0,0,0,0,0,0,chevrolet,Budget,Chevrolet,Traverse
citroen,c4,Citroen C4 Speedorer,60000.0,2020,1,130.0,0,petrol,1.2,0,0,0,0,0,0,citroen,Other,Citroen,C4
citroën,c3,Citroen C3,61900.0,2020,2,110.0,0,petrol,1.2,0,0,0,0,0,0,citroen,Other,Citroen,C3
subaru,forester,Subaru Forester,145200.0,2021,1,182.0,1,petrol,2.5,0,1,1,0,1,1,subaru,Other,Subaru,Forester
skoda,superb,Skoda Superb (until 2019),58500.0,2015,1,150.0,0,petrol,1.4,0,0,0,0,0,0,skoda,Budget,Skoda,Superb
nissan,qashqai,Nissan Qashqai,84900.0,2019,1,159.0,0,petrol,1.3,0,1,1,1,0,0,nissan,Budget,Nissan,Qashqai
citroen,c4,Citroen C4 Speedorer,2100.0,2020,1,130.0,0,petrol,1.2,0,0,0,0,0,0,citroen,Other,Citroen,C4
hyundai,ev,Hyundai is buying an EV,128500.0,2023,1,136.0,0,electric,,0,0,0,0,0,0,hyundai,Budget,Hyundai,EV
audi,q3,Audi Q3,104900.0,2017,2,180.0,1,petrol,2.0,0,0,0,0,0,0,audi,Luxury,Audi,Q3
kia,sportage,Kia Sportage,67500.0,2016,2,155.0,0,petrol,2.0,1,1,1,0,0,0,kia,Budget,Kia,Sportage
nissan,micra,Nissan Micra,64000.0,2021,1,100.0,0,petrol,1.0,0,0,0,0,0,0,nissan,Budget,Nissan,Micra
renault,megane grand coupe,Renault Megane Grand Coupe,89000.0,2021,1,116.0,0,diesel,1.5,0,0,0,0,0,0,renault,Budget,Renault,Megane Grand Coupe
peugeot,208,Peugeot 208,35000.0,2018,1,110.0,0,petrol,1.2,0,0,0,0,0,0,peugeot,Other,Peugeot,208
kia,sportage,Kia Sportage,110300.0,2020,1,155.0,0,petrol,2.0,1,1,1,0,0,0,kia,Budget,Kia,Sportage
kia,sportage,Kia Sportage,99000.0,2021,2,136.0,0,diesel,1.6,0,0,0,0,0,0,kia,Budget,Kia,Sportage
peugeot,3008,Peugeot 3008,64900.0,2019,2,130.0,0,petrol,1.2,0,0,0,0,0,0,peugeot,Other,Peugeot,3008
citroen,jumpy,Citroen Jumpy short/medium,7000.0,2016,2,128.0,0,diesel,2.0,0,0,0,0,0,0,citroen,Other,Citroen,Jumpy
nissan,x-trail,Nissan X-Trail,100900.0,2021,1,160.0,0,petrol,1.3,0,0,0,0,0,0,nissan,Budget,Nissan,X-Trail
mazda,cx-5,Mazda CX-5,70900.0,2015,3,165.0,0,petrol,2.0,0,0,0,0,0,0,mazda,Other,Mazda,CX-5
toyota,camry,Toyota Camry,37000.0,2008,3,167.0,0,petrol,2.4,0,0,0,0,0,0,toyota,Budget,Toyota,Camry
nissan,x-trail,Nissan X-Trail,119000.0,2020,1,150.0,0,diesel,1.7,0,0,0,0,0,0,nissan,Budget,Nissan,X-Trail
peugeot,208,Peugeot 208,32000.0,2016,2,110.0,0,petrol,1.2,0,0,0,0,0,0,peugeot,Other,Peugeot,208
mercedes-benz,c-class,Mercedes C-Class Taxi,60000.0,2015,3,170.0,0,diesel,2.2,0,0,0,0,0,0,mercedes,Luxury,Mercedes,C-Class
mercedes-benz,a-class,Mercedes A-Class,189000.0,2021,1,160.0,0,hybrid,1.3,0,0,0,0,0,0,mercedes,Luxury,Mercedes,A-Class
skoda,octavia,Skoda Octavia,42000.0,2017,2,150.0,0,diesel,2.0,0,0,0,0,0,0,skoda,Budget,Skoda,Octavia
skywell,et5,Skywall ET5,152000.0,2022,1,204.0,0,electric,,0,0,0,0,0,0,skywell,Other,Skywell,ET5
skoda,fabia,Skoda Fabia,40000.0,2016,3,110.0,0,petrol,1.2,0,0,0,0,0,0,skoda,Budget,Skoda,Fabia
skoda,octavia,Skoda Octavia,79900.0,2020,3,150.0,0,petrol,1.5,0,0,0,0,0,0,skoda,Budget,Skoda,Octavia
hyundai,ioniq 6,Hyundai Ioniq 6,7946.0,2023,1,,0,electric,,0,0,0,0,0,0,hyundai,Budget,Hyundai,Ioniq 6
toyota,corolla hybrid,Toyota Corolla Hybrid,97633.0,2021,1,98.0,0,petrol,1.8,0,0,0,0,0,0,toyota,Budget,Toyota,Corolla Hybrid
